counter,seconds,micro seconds,local clock [ns]
400,1627160479,985549,20050000
401,1627160480,185701,20100000
402,1627160480,389786,20150000
403,1627160480,594591,20200000
404,1627160480,797323,20250000
405,1627160481,2382,20300000
406,1627160481,203923,20350000
407,1627160481,408046,20400000
408,1627160481,612350,20450000
409,1627160481,813321,20500000
410,1627160482,17025,20550000
411,1627160482,220896,20600000
412,1627160482,422398,20650000
413,1627160482,625707,20700000
414,1627160482,825819,20750000
415,1627160483,27034,20800000
416,1627160483,228848,20850000
417,1627160483,433433,20900000
418,1627160483,637846,20950000
419,1627160483,842897,21000000
420,1627160484,43478,21050000
421,1627160484,244049,21100000
422,1627160484,445614,21150000
423,1627160484,649843,21200000
424,1627160484,852065,21250000
425,1627160485,55961,21300000
426,1627160485,260053,21350000
427,1627160485,461424,21400000
428,1627160485,662831,21450000
429,1627160485,863389,21500000
430,1627160486,66710,21550000
431,1627160486,266869,21600000
432,1627160486,470661,21650000
433,1627160486,672516,21700000
434,1627160486,873223,21750000
435,1627160487,77557,21800000
436,1627160487,278240,21850000
437,1627160487,478293,21900000
438,1627160487,678401,21950000
439,1627160487,881507,22000000
440,1627160488,82336,22050000
441,1627160488,334317,22100000
442,1627160488,538701,22150000
443,1627160488,758479,22200000
444,1627160488,959039,22250000
445,1627160489,159601,22300000
446,1627160489,361205,22350000
447,1627160489,562291,22400000
448,1627160489,763008,22450000
449,1627160489,967257,22500000
450,1627160490,171810,22550000
451,1627160490,372368,22600000
452,1627160490,575243,22650000
453,1627160490,778925,22700000
454,1627160490,981852,22750000
455,1627160491,183976,22800000
456,1627160491,387908,22850000
457,1627160491,592275,22900000
458,1627160491,796480,22950000
459,1627160492,1450,23000000
460,1627160492,206802,23050000
461,1627160492,409173,23100000
462,1627160492,611236,23150000
463,1627160492,813538,23200000
464,1627160493,15246,23250000
465,1627160493,221436,23300000
466,1627160493,423242,23350000
467,1627160493,628578,23400000
468,1627160493,829121,23450000
469,1627160494,31503,23500000
470,1627160494,233900,23550000
471,1627160494,434385,23600000
472,1627160494,634902,23650000
473,1627160494,835297,23700000
474,1627160495,38635,23750000
475,1627160495,244462,23800000
476,1627160495,444631,23850000
477,1627160495,647203,23900000
478,1627160495,848889,23950000
479,1627160496,50882,24000000
480,1627160496,252032,24050000
481,1627160496,453348,24100000
482,1627160496,655678,24150000
483,1627160496,858490,24200000
484,1627160497,61585,24250000
485,1627160497,265360,24300000
486,1627160497,468831,24350000
487,1627160497,673131,24400000
488,1627160497,873754,24450000
489,1627160498,77097,24500000
490,1627160498,282152,24550000
491,1627160498,484785,24600000
492,1627160498,685054,24650000
493,1627160498,886069,24700000
494,1627160499,90846,24750000
495,1627160499,291731,24800000
496,1627160499,496472,24850000
497,1627160499,696951,24900000
498,1627160499,900766,24950000
499,1627160500,108576,25000000
500,1627160500,313323,25050000
501,1627160500,514433,25100000
502,1627160500,714704,25150000
503,1627160500,916575,25200000
504,1627160501,116820,25250000
505,1627160501,317887,25300000
506,1627160501,520950,25350000
507,1627160501,725476,25400000
508,1627160501,930349,25450000
509,1627160502,131092,25500000
510,1627160502,335527,25550000
511,1627160502,541635,25600000
512,1627160502,744078,25650000
513,1627160502,949189,25700000
514,1627160503,149591,25750000
515,1627160503,349768,25800000
516,1627160503,550438,25850000
517,1627160503,753203,25900000
518,1627160503,957682,25950000
519,1627160504,160301,26000000
520,1627160504,365865,26050000
521,1627160504,579431,26100000
522,1627160504,779597,26150000
523,1627160504,981071,26200000
524,1627160505,181635,26250000
525,1627160505,383959,26300000
526,1627160505,587740,26350000
527,1627160505,791500,26400000
528,1627160505,995081,26450000
529,1627160506,198640,26500000
530,1627160506,399449,26550000
531,1627160506,599503,26600000
532,1627160506,802994,26650000
533,1627160507,3964,26700000
534,1627160507,205546,26750000
535,1627160507,413027,26800000
536,1627160507,624969,26850000
537,1627160507,825020,26900000
538,1627160508,26749,26950000
539,1627160508,231066,27000000
540,1627160508,435242,27050000
541,1627160508,639294,27100000
542,1627160508,842906,27150000
543,1627160509,47096,27200000
544,1627160509,249935,27250000
545,1627160509,450922,27300000
546,1627160509,650994,27350000
547,1627160509,854461,27400000
548,1627160510,59609,27450000
549,1627160510,261905,27500000
550,1627160510,465787,27550000
551,1627160510,666309,27600000
552,1627160510,866690,27650000
553,1627160511,68614,27700000
554,1627160511,269790,27750000
555,1627160511,470087,27800000
556,1627160511,672642,27850000
557,1627160511,873369,27900000
558,1627160512,74003,27950000
559,1627160512,277182,28000000
560,1627160512,482084,28050000
561,1627160512,682577,28100000
562,1627160512,884264,28150000
563,1627160513,87144,28200000
564,1627160513,289480,28250000
565,1627160513,492438,28300000
566,1627160513,695098,28350000
567,1627160513,898104,28400000
568,1627160514,102390,28450000
569,1627160514,302749,28500000
570,1627160514,506317,28550000
571,1627160514,709700,28600000
572,1627160514,909794,28650000
573,1627160515,110128,28700000
574,1627160515,312398,28750000
575,1627160515,517559,28800000
576,1627160515,721773,28850000
577,1627160515,922439,28900000
578,1627160516,122758,28950000
579,1627160516,325264,29000000
580,1627160516,526174,29050000
581,1627160516,729702,29100000
582,1627160516,930450,29150000
583,1627160517,151590,29200000
584,1627160517,352210,29250000
585,1627160517,553355,29300000
586,1627160517,754623,29350000
587,1627160517,955778,29400000
588,1627160518,157022,29450000
589,1627160518,358471,29500000
590,1627160518,562988,29550000
591,1627160518,763781,29600000
592,1627160518,964882,29650000
593,1627160519,167347,29700000
594,1627160519,369092,29750000
595,1627160519,569602,29800000
596,1627160519,770933,29850000
597,1627160519,971892,29900000
598,1627160520,175152,29950000
599,1627160520,378715,30000000
600,1627160520,579395,30050000
601,1627160520,783299,30100000
602,1627160520,983652,30150000
603,1627160521,188735,30200000
604,1627160521,390337,30250000
605,1627160521,591224,30300000
606,1627160521,796044,30350000
607,1627160521,996375,30400000
608,1627160522,197862,30450000
609,1627160522,398204,30500000
610,1627160522,599168,30550000
611,1627160522,801196,30600000
612,1627160523,4650,30650000
613,1627160523,206032,30700000
614,1627160523,411274,30750000
615,1627160523,616460,30800000
616,1627160523,821651,30850000
617,1627160524,24109,30900000
618,1627160524,224346,30950000
